brand,rating,review,date_experience,Identified Risk
Shein,3,Il manquait un article dans mon colis,28 janvier 2025,Problème de livraison
Shein,2,Plusieurs crayon n’écrive pas . Déçu en vue du prix élevée .,11 février 2025,Problème de qualité du produit
Shein,3,je voulais les colis ensemble et je les ai pas eu,11 février 2025,Problème de livraison
Shein,3,Il manque les accessoires,10 février 2025,Problème de livraison
Shein,2,Date de l'expérience: 11 février 2025,11 février 2025,Problème de remboursement
Shein,1,Il y avait des articles manquant,27 janvier 2025,Problème de livraison
Shein,1,Livraison lent,28 janvier 2025,Problème de livraison
Shein,1,J’ai pas reçu ma commande,10 février 2025,Problème de livraison
Shein,2,Mauvaise qualité,11 février 2025,Problème de qualité du produit
Shein,1,Date de l'expérience: 27 janvier 2025,27 janvier 2025,Problème de remboursement
Shein,1,"Très déçue. Colis soit disant livré dans le Locker,mais le casier est vide à l'ouverture ! Shein ne veux rien faire et me demande une preuve de non livraison et Chronopost de son côté veux que Shein dépose réclamation, c'est sans fin . Et j'ai perdu mon argent et pas de colis. Plus jamais...",09 février 2025,Problème de livraison
Shein,2,Les produits ne sont pas de super qualité et les harcèlements SMS sont insupportables.Ne parlons pas des délais de livraison.,21 décembre 2024,Problème de qualité du produit
Shein,1,La commande s est passée seule alors que je mettais des articles dans le panier paiement avec ma carte que je n ai pas enregistrée sans que je valide cette commande que j ai bien sûr annulée sur le champs et je n ai pas pu l annuler car il y avait un article que je personnalisait très très mécontente,26 janvier 2025,Problème de remboursement
Shein,1,Très mauvais service client,08 février 2025,Problème de remboursement
Shein,1,"C'est ABERRANT comment le client est traité chez shein. J'ai fait une commande ( GSO1MX16N00MWBX) d'une valeur de 436,15 euros sur leur site et pour ne pas avoir de surprise, je devais récupéré ça dans un point relais. J'arrive le samedi  08/02/2025 pour récupérer mon colis on me dit que le colis n'est pas arrivé. Je vérifie sur le site chronopost, je vois que le colis est arrivé et sur shein je vois la mention colis retiré. En effet chronopost dit que le colis été retiré le 06/02/2025. Je retourne au point relais, je leur dis que j'ai pas retiré et que j'ai envoyé PERSONNE en mon nom retirer mon colis et que même sur le site de chronopost qu'il n'y a la preuve de signature et le jeudi 06 j'étais au travail la femme travaillant relais colis insinuant que comme je viens retirer souvent des colis peut-être le colis a été retiré. Je réponds au robot qui joue le rôle de service client. On me fait que mon problème sera traité. Ce matin vers 04h fu matin on m'envoie un mail pour me dire que je ne serai pas remboursé parce que le colis a été livré de vérifier chez mes voisinsetc ...  (leur message automatique). POURQUOI, QUAND LE CLIENT A DES PROBLEMES DE LIVRAISON, IL SE FAIT BALADER ENTRE SHEIN, LE RELAIS COLIS ET CHRONOPOST? Je me retrouve à appeler n'importe qui pour qu'il m'aide soit me rembourser ou m'aider à retrouver. JE PENSE QUE C'EST à CAUSE DU PRIX DU COLIS QUE SHEIN VEUT PAS ME REMBOURSER MAIS J'IRAI JUSQU'AU BOUT POUR QU'ON ME REMBOURSE MON ARGENT. LE RELAIS DE COLIS N'A PAS DE CAMERA DE SURVEILLANCE ? OU est la preuve du retrait quand on retire un colis on doit signer ????????? Je ferai le nécessaire pour me faire REMBOURSER. SHEIN A EVITER XXXX",10 février 2025,Problème de livraison
Shein,2,Trop long l'envoi,05 février 2025,Problème de livraison
Shein,3,Pas très satisfaite du pantalon qui devait être rouge il est rose brillant,08 février 2025,Problème de qualité du produit
Shein,1,Horrrible me font batailler pour un remboursement après presque 5mois je ne recommande pas !,25 janvier 2025,Problème de remboursement
Shein,1,Bonjour je n'ai jamais reçu ma dernière commande on devait me donner suite cela fait déjà 3 semaines pas de nouvelles autant vous dire que je suis insatisfaite,25 janvier 2025,Problème de livraison
Shein,1,"Je n'ai pas eu l'article que j avais commandé, j ai pris des feuilles afin de pouvoir l'utiliser et du coup je me retrouve sans ma commande et avec des feuilles inutilisables",08 février 2025,Problème de livraison
Shein,1,Produit cassé fissuré inutilisable,08 février 2025,Problème de qualité du produit
Shein,1,J’ai reçu mon colis explosé ( des feutre acrylique) déjà utilisé la boîte qui tenait avec du gros scotch il manque des feutre dans la boîte et les autre ne fonctionne pas tous au final,08 février 2025,Problème de livraison
Shein,1,ils livre pas dans le délais même si on paye la livreson rapide,25 janvier 2025,Problème de livraison
Shein,2,La qualité du tissu est médiocre.,25 janvier 2025,Problème de qualité du produit
Shein,1,Délai de livraison cette fois non accepté J’ai payer pour une livraison urgente alors que j’ai reçue mon colis meme délais de livraison standard 😔,08 février 2025,Problème de livraison
Shein,3,Pantalon avec une pas très  jolie coupe dommage,08 février 2025,Problème de remboursement
Shein,2,2 articles étaient vraiment trop petits et impossible de les retourner car pas accepté dans les conditions générales de vente. (Bodys),08 février 2025,Problème de remboursement
Shein,1,"je n’est pas reçu mon colis… après avoir aperçu les photo que le livreur a envoyé j’ai remarqué que ce n’était pas ma boîte au lettre ni mon adresse dessus, heureusement que les personne qui on réceptionner mon colis était honnête, j’ai pu récupérer mon colis par moi-même alors que sur le site j’avais bien écrit la bonne adresse, je suis mécontente de la livraison aucune erreur de ma part, tout est à l’erreur du livreur  aurait pu lire correctement mon adresse ça m’aurait évité de prendre ma voiture pour aller chercher mon colis chez quelqu’un d’autre",08 février 2025,Problème de livraison
Shein,1,Commande livrée à la mauvaise adresse et mauvaise personne selon la photo envoyer par le livreur. Je n'ai rien dans ma boîte aux lettres.,08 février 2025,Problème de livraison
Shein,1,Mon colis a disparu de ma boîte aux lettres. Sans preuve aucun remboursement prévue. Vraiment déçu,24 janvier 2025,Problème de livraison
Shein,3,Je pense c'est pas mal,22 janvier 2025,Problème de qualité du produit
Shein,3,"Beaucoup de choix, certains produits ne sont pas cohérent avec les photos",07 février 2025,Problème de qualité du produit
Shein,1,Je suis vraiment très déçue. J’ai renvoyé ma commande numéro GSO10X35900MQAP depuis le mois de décembre et je n’ai à ce jour aucun remboursement. J’ai signalé via l’application que je retournais la commande. Impossible de contacter quelqu’un c’est limite du vol. Je souhaite être remboursée rapidement . Comment faire ?,09 février 2025,Problème de livraison
Shein,3,Pas toujours  correct dans l'ensemble  mais  certains articles sont bien,07 février 2025,Problème de qualité du produit
Shein,3,"shein est pratique pour trouver beaucoup de choses mais je trouve que les prix ont beaucoup augmentés et j’ai eu des problèmes de livraisons. De plus la qualité des vêtements n’est pas top, je recommande pour les gadgets surtout",24 janvier 2025,Problème de qualité du produit
Shein,2,Articles volés dans ma livraison (avec une pochette déchirée et refermée avec un scotch LaPoste) mise dans la boîte aux lettres alors que j'étais chez moi à attendre!Il y a des voleurs dans les Services de livraison qui agissent en toute impunité...,07 février 2025,Problème de livraison
Shein,1,Je n'ai toujours pas reçu la commande depuis le mail que vous m'avez envoyé pour me dire que la commande avait été annulée je n'ai pas été remboursé ça traîne je ne suis vraiment pas contente pour une fois,24 janvier 2025,Problème de livraison
Shein,3,Date de l'expérience: 24 janvier 2025,24 janvier 2025,Problème de remboursement
Shein,2,La qualité des vêtements,24 janvier 2025,Problème de qualité du produit
Shein,3,J ai reçu des vêtements qui ne sont pas de bonne qualité et sont déjà abîmé je l ai porter 3fois,24 janvier 2025,Problème de qualité du produit
Shein,3,Déçue de la qualité des vêtements et des matières (bas de gamme) .,07 février 2025,Problème de qualité du produit
Shein,2,Les prix augmentent Bien dommage les tailles pas tjr fiable.... Et la qualité de moins en moins bien,24 janvier 2025,Problème de qualité du produit
Shein,1,mauvaise livraison,07 février 2025,Problème de qualité du produit
Shein,3,Je ne comprends pas pourquoi je n’ai pas reçu des articles et je n’ai jamais eu de remboursement,23 janvier 2025,Problème de livraison
Shein,1,J ai pas reçu ma commande mais ils ont envoyé un mail comme quoi la commande est livré,05 février 2025,Problème de livraison
Shein,2,Bonjours j'ai un article qui ne me convient pas. Mon gilet léopard perd tout ses poids. La qualité ne me convient pas. Quelle est la démarche pour renvoyer cette article svp,06 février 2025,Problème de qualité du produit
Shein,1,Colis non reçu … mais pour eux ci alors que la boîte au lettre pris en photo ce n’est pas la mienne !! Voleur !!!,23 janvier 2025,Problème de livraison
Shein,3,Très bien passerUne seule chose les crayons feutre son tout secs. Be fonctionne pas,23 janvier 2025,Problème de qualité du produit
Shein,2,"Mauvais choix de partenaire de livraison ! Malgré la quantité d’avis sur CIRRO PARCEL, ils continuent de travailler avec des livreurs voleurs !",05 février 2025,Problème de service client
Shein,3,Expérience décevante sur ma dernière commande emballage abîmé et à l' intérieur beaucoup d' article cassé et abîmé.Vraiment déçu de cette commande alors que d' habitude tout va bien,23 janvier 2025,Problème de livraison
Shein,1,"1 étoile car 0 n'est pas possible.Exploitation des employés, pollution a 500%, qualité plus que pauvre et le pire, appel a la surconsommation.Vraiment honteux !",08 février 2025,Problème de qualité du produit
Shein,1,Les feutre sont à moitier pleins j’ai écrit au service client mais aucun geste commercial e de leur part,06 février 2025,Problème de service client
Shein,1,"Cokias arrivé dans un état déplorable, il manque des articles, après avoir contacté le service client, on me dit que c'est pas vrai ! J'attends toujours une autre réponse !",06 février 2025,Problème de livraison
Shein,1,"l'article que j'ai commandé ne correspondait pas du tout à la description, j'ai voulu le renvoyer en indiquant que je n'avais pas d'imprimante pour mettre sur le colis le bon de retour, ""que devais je faire"",  on ne m'a pas répondu, un article qui vaut quant même 59€, ce qui représente une certaine somme quand on a une petite retraite. Très très déçue.",23 janvier 2025,Problème de livraison
Shein,3,Date de l'expérience: 06 février 2025,06 février 2025,Problème de remboursement
Shein,1,"J' ai reçu ma commande,et c'est n' ai pas complet car il  me prend pour une menteuse.",06 février 2025,Problème de livraison
Shein,2,Je ne suis pas satisfaite de ma commande . Maillot de bain mal coupé et robe de plage sans forme .J’ai voulu les retourner mais cela me semble compliqué,22 janvier 2025,Problème de livraison
Shein,1,Produits fabriqués avec des produits pétrochimiques et aucun suivi en cas de problèmes ( articles facturés et réglés donc tant pis💱💲💲🇨🇳🇨🇳) qualité des produits médiocre. Vive Chine 🤣 l'avenir,07 février 2025,Problème de qualité du produit
Shein,1,"Je n’ai jamais reçu ma commande. Très déçu impossible de contacter le transporteur CIRRO en direct il veut passer que par mail… très déçu, le service clients de SHEIN c’est pareil, impossible de contacter le service en direct. TRÈS TRÈS DÉÇU, je passe une commande c’est pour la recevoir. En espérant que mon prochain colis qui a été envoyer en 2 parties et que je vais le recevoir dans ma boîte au lettres. Sinon je commanderais plus jamais !",06 février 2025,Problème de livraison
Shein,2,J ai commandé le 11 décembre pour noel et je n ai jamais rien reçu  mais heureusement  j ai été remboursé fin janvier,23 janvier 2025,Problème de livraison
Shein,1,Pas reçu la commande,06 février 2025,Problème de livraison
Shein,3,Je trouve que les produits devienne un peu trop cher . Si on achète sur Shein c'est pour le prix pas pour autre chose.,06 février 2025,Problème de qualité du produit
Shein,1,"Bonjour,J'ai passé une commande de 275€ et je n'ai reçu qu'une partie de la commande mais Shein refuse de me rembourser. Je ne commanderais plus jamais sur ce site",23 janvier 2025,Problème de livraison
Shein,1,"Ma commande est inscrite comme livré, je n’ai jamais reçu mon colis… Je suis donc déçu",05 février 2025,Problème de livraison
Shein,1,Commande inscrite comme livrée mais jamais reçue. Réclamation faite mais des allers et retours innombrables de mails où l'on doit sans cesse répéter la même chose. A croire quels en font exprès. Des méthodes de voleurs ! Toujours pas remboursé !,02 février 2025,Problème de livraison
Shein,3,"Je suis totalement satisfaite de mon dernier achat. Cependant, je suis très mécontente d'avoir été bernée. Je m'explique ; j'ai reçu un message m'indiquant que j'avais gagné un colis gratuit moyennant 1,95 euros pour les frais de port, j'ai donc effectué ce paiement. Entourloupe !!! Je n'ai jamais reçu de colis et en plus j'ai été prélevé quelques semaines plus tard de 19,99 sans m'en informer. J'ai contesté ce prélèvement. On m'a répondu que l'on pouvait faire ""un geste"" en me remboursant 30% de cette somme. J'ai reçu un virement de 6 euros comme geste commercial. Je suis très déçue et choquée que l'on puisse prélever une somme sur mon compte sans m'en informer et que l'on ne soit même pas capable de me rembourser cette somme entièrement. Je vais donc arrêter mes achats sur votre site de voleur, et dorénavant j'irai sur le site TEMU qui vend les mêmes choses que vous mais sans faire de prélèvement sur les comptes de leurs clients sans les prévenir. C'est vraiment dommage car j'aimai beaucoup votre site.",27 janvier 2025,Problème de remboursement
Shein,3,J’aime bien Shein,05 février 2025,Problème de remboursement
Shein,3,"Bonjour, j'ai la dernièrement été très déçu car plusieurs livraisons ne sont pas arrivées, jamais vu les colis et du coup changement je me fais livrer dans un point colis,un magasin.ne pas se faire livrer par colis privé des voleurs, très très déçu voilà",05 février 2025,Problème de livraison
Shein,1,"J’ai payé une dizaine d’euros des frais de livraison accélérée. Finalement j’ai reçu ma commande en 3semaines…J’ai essayé de joindre le service client par téléphone, cependant ils ont juste une IA.L’IA n’a pas réussi à comprendre mon problème.",07 février 2025,Problème de livraison
Shein,2,"Nul les prix son trop chère maintient le service client et horrible  les réductions c’est du n’importe quoi il son oublié leur valeur du début et puit les point 400€ j’ai eux j’ai ur 400 point=  4,00€  vert honteux",04 février 2025,Problème de service client
Shein,3,"Qualité des produits pour certains sont correcte pour d’autres à revoir les tailles. Coter remboursement insatisfaite, j’ai pas était remboursée de la totalité de mes articles renvoyer, je suis déçu 😢",22 janvier 2025,Problème de qualité du produit
Shein,1,Articles manquants colis ouvert mais aucun remboursement ou renvoie on me dis que tt était dedans honteux,05 février 2025,Problème de remboursement
Shein,3,"Je suis très satisfaite de certains produits que j'ai commandés, cependant, l'un d'entre eux ne correspond pas à ma commande. Il s'agit de l'un des deux modèles de nuisette : l'une d'elles n'a pas du tout la même coupe et la taille souhaitée. Étant donné que j'avais commandé cette nuisette dans l'espoir de la recevoir avant le 7 février, je n'ai pas eu le cœur de la recommander, car notre week-end en amoureux avec mon mari sera déjà terminé.",03 février 2025,Problème de livraison
Shein,1,Cela fait 3mois que le colis est retourné à l’expéditeur il refuse de me rendre mon argent !!!!!! LE COLIS EST ECROT SUR LE NUMÉRO DE SUIVI QU’IL EST RETOURNÉ À LEXPEDITEUR !!!!!!!!,07 février 2025,Problème de remboursement
Shein,1,Date de l'expérience: 05 février 2025,05 février 2025,Problème de remboursement
Shein,3,les pyjamas reçus sont en polyester.  j'aurais préféré qu'ils soient en coton.,05 février 2025,Problème de livraison
Shein,1,"Que des problèmes sur les dernières commandes …. Les remboursements qui tardent des colis perdu , c’est de pire en pire",22 janvier 2025,Problème de remboursement
Shein,1,Cets horrible franchement livraison express au final le colis arrive après la date demander je suis très déçu aller fermer votre commerce pour être polie,22 janvier 2025,Problème de livraison
Shein,1,Je n’ai pas reçu ma commande,22 janvier 2025,Problème de livraison
Shein,1,Aucune réponse claire,22 janvier 2025,Problème de remboursement
Shein,1,Il me manque toujours une commande du mois de décembre j aimerai être remboursé merci,22 janvier 2025,Problème de remboursement
Shein,1,En pleine dispute ils ont cloture la dispute sans me repondre et toujours pas de remboursement!!!,05 février 2025,Problème de remboursement
Shein,1,"Plus que pénible pour obtenir réparation ! Un article manquant dans le colis arrivé troué, photos à l'appui et ils font tourner en rond pour ne pas rembourser !",06 février 2025,Problème de livraison
Shein,2,La commande ne correspond pas à mes attentes Cordialement,04 février 2025,Problème de livraison
Shein,1,Un peu déçu de la livraison j'ai commande En janvier deux colis nous sommes quand même en févier Je trouve ça inadmissible car pour Encaisser  l'argent C'est rapide mais pour recevoir les colis cela est très long je suis très déçu je vais voir si je commanderais toujours sur ce site madame Müller Murielle,04 février 2025,Problème de livraison
Shein,2,"Bonjour une livraison que je n ai jamais eu pour Noël, aucune réponse malgré tous mes mails",20 janvier 2025,Problème de livraison
Shein,3,Je suis déçue car les article ne ressemblent pas aux  photos de présentation.Les photos sont embelliies et pas réalistes par rapport aux objets.,04 février 2025,Problème de qualité du produit
Shein,1,"Pour ma part très mauvaise expérience, colis volé par le transporteur et aucune action de la part de SHEIN pour trouver une solution",21 janvier 2025,Problème de livraison
Shein,1,J ai indiqué que je nai pas eu mon colis Et ils n'ont pas pris en compte ma réclamationPas de nouveau colis.....pas de remboursement !,21 janvier 2025,Problème de livraison
Shein,3,un peu dessus les cœur autocollant était un peu abîmé et les papillon je penser qu’il était plus gros,04 février 2025,Problème de qualité du produit
Shein,1,"J'ai pas reçu toutes ma commande, pas possible de faire une réclamation correcte sur le site. Dès article défectueux. Plus de 4 jours j'attends un retour du service après vente.",20 janvier 2025,Problème de livraison
Shein,1,Commande incomplète et très difficile d’interroger le service client,21 janvier 2025,Problème de livraison
Shein,1,Les deux petits aspirateurs mains sont de qualité médiocre ainsi que la poile     cela n engagé que mon avis personnelle par contre le pouf gonflable est très bien ai.si que les accessoires,04 février 2025,Problème de qualité du produit
Shein,3,"La livraison est rapide, mais la qualité de ce qu'on voit sur internet,  ne correspond vraiment  pas à ce que nous recevons. Revoyez la qualité des produits proposés.",04 février 2025,Problème de livraison
Shein,3,Décevant chere et jamais de geste commercial ou de cadeaux et,21 janvier 2025,Problème de remboursement
Shein,1,Ĺes matières sont très bas de gamme. Vêtements semblables à des déguisements.,21 janvier 2025,Problème de qualité du produit
Shein,2,"De plus en plus déçu, article souvent défectueux ou abîmé,produits manquants, il faut toujours faire appel au service client",04 février 2025,Problème de qualité du produit
Shein,2,La couleur n est pas vraiment la même et les housse de coussin de canapé taillent petits,04 février 2025,Problème de taille ou couleur
Shein,2,"Une commande arrivant très en retard. Une autre ou le produit fonctionnait pas. Et encore une, où un trou dans le colis + le sac contenant l'article, résultat reçu qu'1 seul sur le lot commandé et commande pas encore signalé comme arrivée donc impossible de faire une réclamation. Donc plus de surveillance sur les choix de vos transporteurs et améliorations de la possibilité de joindre le service clientèle.",21 janvier 2025,Problème de livraison
Shein,2,Parce que je reçois toujours des choses cassées et des colis qui n'arrivent jamais et le plus gros problème c'est qu'ils disent qu'ils m'ont remboursé et ils ne m'ont jamais remboursé.,04 février 2025,Problème de livraison
Shein,3,Articles bien mais les jeux gratuits laissent à désirer carke ' ai jamais rien gagnée malgrés toutes mes invitations,23 janvier 2025,Problème de qualité du produit
Shein,1,Colis non reçu et refus de remboursement,17 janvier 2025,Problème de livraison
Shein,1,"Cliente fidèle qu on vole sans remords !!! GLS, dit avoir deposé un colis, alors que je n etais pas a la maison. J habite dans un batiment, donc ce n est pas la premiere fois. Quand un voisin bienveillant tombe sur mon colis dans le hall, il me le garde et me le ramene plus tard. Mais il y a des gens malhonnêtes aussi, qui volent !C est la 1ere fois que ça m arrive avec Shein, et ils refusent de me rembourser !!! Ils ne veulent rien entendre... C est honteux surtout quand on commande plusieurs fois par mois !!!!",05 février 2025,Problème de remboursement
Shein,1,"J’ai passé une grosse commande de plus de 130 € sur Shein pour mon mariage, en prenant bien soin de commander à l’avance pour respecter les délais et être bien organisée. J'avais commandé plusieurs accessoires essentiels : bijoux, cadeaux pour mes demoiselles d'honneur, éventails, etc.Cela fait maintenant plus d’un mois que j’attends ma commande, et elle est toujours soi-disant en ""expédition"". Voici le message que je reçois depuis le 20 janvier 2025 :""Nous vous prions de bien vouloir patienter pendant que nous continuons à demander instamment aux fournisseurs de services logistiques de livrer votre colis.""Le délai de livraison estimé était du 24 au 28 janvier, et malgré mes relances auprès du service client, je n’ai aucune information concrète sur l’arrivée de mes articles ! Certains de ces articles étant personnalisés, je ne peux pas me permettre de les remplacer à la dernière minute.Le service client a certes procédé à un remboursement intégral, mais aucune garantie que ma commande arrivera ou non. Résultat : je me retrouve dans une situation catastrophique pour mon mariage, sans mes accessoires essentiels, avec un énorme stress en plus à gérer !C’est inadmissible ! Cette expérience me dégoûte totalement, et je ne commanderai plus jamais sur Shein. À fuir pour toute commande importante ou événementielle ! 🚨",05 février 2025,Problème de remboursement
Shein,1,"Première fois qu’on me vol un colis. Le livreur a quand même pris une photo pour dire qu’il a mis dans la boîte au lettre, quand mon mari y va, le colis n’y est plus !! Une commande de 125€. Je suis au bord de la crise de nerf. Et SHEIN qui me dit pas de remboursement d’écrire au service livraison. C’est vous qui travailler avec le service livraison. C’est à vous de faire le nécessaire. Je vais porter plainte. C’est choquant, je souhaite être remboursé Sachant que c’est une partie en carte cadeau !! Je dois recevoir l’autre moitié du colis, j’angoisse comme pas possible.  Est une honte SHEIN. Mon dossier est clean, j’ai jamais rien déclaré jusqu’ici. Et je viens de voir que ce transporteur CIRRO, a déjà produit ce genre demis. Prendre en photo pour preuve et se barrer avec le colis !! Chaque acte a des conséquences bordel !",04 février 2025,Problème de remboursement
Shein,1,J’ai fait un achat sur SHEIN j’ai renvoyé un article et j’ai jamais reçu mon remboursement donc ils ont récupéré l’article et j’me suis fait arnaquer car j’ai perdu mon argent que j’ai jamais reçu !😡😡😡,05 février 2025,Problème de remboursement
